"id";"date";"amount";"purpose";"counterparty_id";"article_id"
"t249";"2025-03-13";"18140";"Зачисление эквайринга/СБП за 13.03.2025 (терминал №1)";"c3";"a3"
"t250";"2025-03-13";"-8300";"Оплата поставки выпечки по накладной №2036 от 13.03.2025";"c4";"a4"
"t251";"2025-03-14";"6810";"Приход в кассу: выручка от реализации за 14.03.2025 (наличный расчёт)";"c2";"a2"
"t252";"2025-03-14";"22690";"Зачисление эквайринга/СБП за 14.03.2025 (терминал №1)";"c3";"a3"
"t253";"2025-03-14";"-10100";"Оплата молочной продукции по счёту №521 от 14.03.2025";"c6";"a6"
"t254";"2025-03-14";"-6700";"Прохождение медицинских осмотров и обучение персонала (санминимум)";"c21";"a18"
"t255";"2025-03-15";"6980";"Приход в кассу: выручка от реализации за 15.03.2025 (наличный расчёт)";"c2";"a2"
"t256";"2025-03-15";"23330";"Зачисление эквайринга/СБП за 15.03.2025 (терминал №1)";"c3";"a3"
"t257";"2025-03-15";"-7500";"Оплата поставки выпечки по накладной №2037 от 15.03.2025";"c4";"a4"
"t258";"2025-03-15";"-2600";"Абонентская плата за интернет и связь, 03.2025";"c13";"a13"
"t259";"2025-03-16";"6140";"Приход в кассу: выручка от реализации за 16.03.2025 (наличный расчёт)";"c2";"a2"
"t260";"2025-03-16";"20530";"Зачисление эквайринга/СБП за 16.03.2025 (терминал №1)";"c3";"a3"
"t261";"2025-03-17";"5190";"Приход в кассу: выручка от реализации за 17.03.2025 (наличный расчёт)";"c2";"a2"
"t262";"2025-03-17";"17380";"Зачисление эквайринга/СБП за 17.03.2025 (терминал №1)";"c3";"a3"
"t263";"2025-03-17";"-7900";"Оплата поставки выпечки по накладной №2038 от 17.03.2025";"c4";"a4"
"t264";"2025-03-18";"5710";"Приход в кассу: выручка от реализации за 18.03.2025 (наличный расчёт)";"c2";"a2"
"t265";"2025-03-18";"19140";"Зачисление эквайринга/СБП за 18.03.2025 (терминал №1)";"c3";"a3"
"t266";"2025-03-18";"-16800";"Оплата поставки кофе в зёрнах по счёту №1011 от 16.03.2025";"c10";"a10"
"t267";"2025-03-18";"-9900";"Оплата молочной продукции по счёту №522 от 18.03.2025";"c6";"a6"
"t268";"2025-03-19";"5080";"Приход в кассу: выручка от реализации за 19.03.2025 (наличный расчёт)";"c2";"a2"
"t269";"2025-03-19";"17050";"Зачисление эквайринга/СБП за 19.03.2025 (терминал №1)";"c3";"a3"
"t270";"2025-03-19";"-7900";"Оплата поставки выпечки по накладной №2039 от 19.03.2025";"c4";"a4"
"t271";"2025-03-20";"5350";"Приход в кассу: выручка от реализации за 20.03.2025 (наличный расчёт)";"c2";"a2"
"t272";"2025-03-20";"17990";"Зачисление эквайринга/СБП за 20.03.2025 (терминал №1)";"c3";"a3"
"t273";"2025-03-20";"-9600";"Продвижение в соцсетях/таргетированная реклама, 03.2025";"c14";"a14"
"t274";"2025-03-21";"5860";"Приход в кассу: выручка от реализации за 21.03.2025 (наличный расчёт)";"c2";"a2"
"t275";"2025-03-21";"19730";"Зачисление эквайринга/СБП за 21.03.2025 (терминал №1)";"c3";"a3"
"t276";"2025-03-21";"-8900";"Оплата молочной продукции по счёту №523 от 21.03.2025";"c6";"a6"
"t277";"2025-03-21";"-7700";"Оплата поставки выпечки по накладной №2040 от 21.03.2025";"c4";"a4"
"t278";"2025-03-21";"-11600";"Оплата расходных материалов (стаканы, крышки, трубочки) по счёту №306";"c11";"a11"
"t279";"2025-03-22";"6650";"Приход в кассу: выручка от реализации за 22.03.2025 (наличный расчёт)";"c2";"a2"
"t280";"2025-03-22";"22440";"Зачисление эквайринга/СБП за 22.03.2025 (терминал №1)";"c3";"a3"
"t281";"2025-03-23";"6050";"Приход в кассу: выручка от реализации за 23.03.2025 (наличный расчёт)";"c2";"a2"
"t282";"2025-03-23";"20470";"Зачисление эквайринга/СБП за 23.03.2025 (терминал №1)";"c3";"a3"
"t283";"2025-03-23";"-7900";"Оплата поставки выпечки по накладной №2041 от 23.03.2025";"c4";"a4"
"t284";"2025-03-24";"5710";"Приход в кассу: выручка от реализации за 24.03.2025 (наличный расчёт)";"c2";"a2"
"t285";"2025-03-24";"19350";"Зачисление эквайринга/СБП за 24.03.2025 (терминал №1)";"c3";"a3"
"t286";"2025-03-25";"5060";"Приход в кассу: выручка от реализации за 25.03.2025 (наличный расчёт)";"c2";"a2"
"t287";"2025-03-25";"17170";"Зачисление эквайринга/СБП за 25.03.2025 (терминал №1)";"c3";"a3"
"t288";"2025-03-25";"-16800";"Аванс за March 2025";"c15";"a15"
"t289";"2025-03-25";"-16800";"Аванс за March 2025";"c16";"a15"
"t290";"2025-03-25";"-16800";"Аванс за March 2025";"c17";"a15"
"t291";"2025-03-25";"-16800";"Аванс за March 2025";"c18";"a15"
"t292";"2025-03-25";"-15000";"Оплата поставки кофе в зёрнах по счёту №1012 от 23.03.2025";"c10";"a10"
"t293";"2025-03-25";"-8700";"Оплата молочной продукции по счёту №524 от 25.03.2025";"c6";"a6"
"t294";"2025-03-25";"-7500";"Оплата поставки выпечки по накладной №2042 от 25.03.2025";"c4";"a4"
"t295";"2025-03-26";"5270";"Приход в кассу: выручка от реализации за 26.03.2025 (наличный расчёт)";"c2";"a2"
"t296";"2025-03-26";"17920";"Зачисление эквайринга/СБП за 26.03.2025 (терминал №1)";"c3";"a3"
"t297";"2025-03-27";"5240";"Приход в кассу: выручка от реализации за 27.03.2025 (наличный расчёт)";"c2";"a2"
"t298";"2025-03-27";"17840";"Зачисление эквайринга/СБП за 27.03.2025 (терминал №1)";"c3";"a3"
"t299";"2025-03-27";"-7200";"Оплата поставки выпечки по накладной №2043 от 27.03.2025";"c4";"a4"
"t300";"2025-03-28";"6480";"Приход в кассу: выручка от реализации за 28.03.2025 (наличный расчёт)";"c2";"a2"
"t301";"2025-03-28";"22090";"Зачисление эквайринга/СБП за 28.03.2025 (терминал №1)";"c3";"a3"
"t302";"2025-03-28";"-72600";"Уплата ЕНП: страховые взносы и НДФЛ за February 2025";"c19";"a16"
"t303";"2025-03-28";"-9700";"Оплата молочной продукции по счёту №525 от 28.03.2025";"c6";"a6"
"t304";"2025-03-29";"7070";"Приход в кассу: выручка от реализации за 29.03.2025 (наличный расчёт)";"c2";"a2"
"t305";"2025-03-29";"24120";"Зачисление эквайринга/СБП за 29.03.2025 (терминал №1)";"c3";"a3"
"t306";"2025-03-29";"-7800";"Оплата поставки выпечки по накладной №2044 от 29.03.2025";"c4";"a4"
"t307";"2025-03-30";"6280";"Приход в кассу: выручка от реализации за 30.03.2025 (наличный расчёт)";"c2";"a2"
"t308";"2025-03-30";"21480";"Зачисление эквайринга/СБП за 30.03.2025 (терминал №1)";"c3";"a3"
"t309";"2025-03-31";"5820";"Приход в кассу: выручка от реализации за 31.03.2025 (наличный расчёт)";"c2";"a2"
"t310";"2025-03-31";"19930";"Зачисление эквайринга/СБП за 31.03.2025 (терминал №1)";"c3";"a3"
"t311";"2025-03-31";"-7800";"Оплата поставки выпечки по накладной №2045 от 31.03.2025";"c4";"a4"
"t312";"2025-04-01";"6260";"Приход в кассу: выручка от реализации за 01.04.2025 (наличный расчёт)";"c2";"a2"
"t313";"2025-04-01";"21460";"Зачисление эквайринга/СБП за 01.04.2025 (терминал №1)";"c3";"a3"
"t314";"2025-04-01";"-17900";"Оплата поставки кофе в зёрнах по счёту №1013 от 30.03.2025";"c10";"a10"
"t315";"2025-04-01";"-9200";"Оплата молочной продукции по счёту №526 от 01.04.2025";"c6";"a6"
"t316";"2025-04-02";"6370";"Приход в кассу: выручка от реализации за 02.04.2025 (наличный расчёт)";"c2";"a2"
"t317";"2025-04-02";"21890";"Зачисление эквайринга/СБП за 02.04.2025 (терминал №1)";"c3";"a3"
"t318";"2025-04-02";"-8100";"Оплата поставки выпечки по накладной №2046 от 02.04.2025";"c4";"a4"
"t319";"2025-04-03";"6210";"Приход в кассу: выручка от реализации за 03.04.2025 (наличный расчёт)";"c2";"a2"
"t320";"2025-04-03";"21360";"Зачисление эквайринга/СБП за 03.04.2025 (терминал №1)";"c3";"a3"
"t321";"2025-04-03";"-3900";"Оплата подписки на кассовое ПО/CRM, 04.2025";"c7";"a7"
"t322";"2025-04-04";"5970";"Приход в кассу: выручка от реализации за 04.04.2025 (наличный расчёт)";"c2";"a2"
"t323";"2025-04-04";"20540";"Зачисление эквайринга/СБП за 04.04.2025 (терминал №1)";"c3";"a3"
"t324";"2025-04-04";"-10300";"Оплата молочной продукции по счёту №527 от 04.04.2025";"c6";"a6"
"t325";"2025-04-04";"-7300";"Оплата поставки выпечки по накладной №2047 от 04.04.2025";"c4";"a4"
"t326";"2025-04-04";"-12700";"Оплата расходных материалов (стаканы, крышки, трубочки) по счёту №307";"c11";"a11"
"t327";"2025-04-04";"-1990";"Абонентская плата за расчётно-кассовое обслуживание, 04.2025";"c8";"a8"
"t328";"2025-04-05";"7560";"Приход в кассу: выручка от реализации за 05.04.2025 (наличный расчёт)";"c2";"a2"
